rec_id,timestamp,camera_id,gh_idx,label,confidence,track_id,x_min,y_min,x_max,y_max,file_path
1,20250829_01.0946.701857,cam_001,74,비단노린재,0.6239277124404907,1,0.0,0.0,0.103515625,0.33984375,
2,20250829_01.0947.123179,cam_001,74,비단노린재,0.45098766684532166,2,0.0,0.0013020833333333333,0.3515625,0.14192708333333334,
3,20250829_01.0947.394626,cam_001,74,담배가루이,0.43040111660957336,3,0.0,0.0,0.109375,0.28125,
4,20250829_01.0947.531929,cam_001,74,비단노린재,0.5700667500495911,4,0.0,0.0,0.130859375,0.3359375,
5,20250829_01.2052.877890,cam_001,74,담배가루이,0.4026320278644562,1,0.435546875,0.0,0.625,0.27734375,
6,20250829_01.2053.000950,cam_001,74,담배가루이,0.47304096817970276,2,0.404296875,0.0,0.625,0.2682291666666667,
7,20250829_01.2053.125593,cam_001,74,담배가루이,0.4156462550163269,3,0.34375,0.0,0.625,0.2877604166666667,
8,20250829_01.2053.251091,cam_001,74,담배가루이,0.40601295232772827,4,0.33984375,0.0,0.625,0.35546875,
9,20250829_01.2053.516790,cam_001,74,담배가루이,0.37687209248542786,5,0.228515625,0.013020833333333334,0.625,0.3151041666666667,
10,20250829_01.2053.765861,cam_001,74,담배가루이,0.46282556653022766,6,0.287109375,0.016927083333333332,0.625,0.3828125,
11,20250829_01.2053.912131,cam_001,74,담배가루이,0.3972506821155548,7,0.267578125,0.016927083333333332,0.625,0.3802083333333333,
12,20250829_01.2054.061563,cam_001,74,담배가루이,0.3563005030155182,8,0.357421875,0.0013020833333333333,0.625,0.3984375,
